Protein,MW,Length
PN96_RS14805,24.84210624,228
PN96_RS14810,37.56904114000001,338
PN96_RS14815,21.645753640000017,195
PN96_RS14820,43.354538039999895,403
PN96_RS14825,37.82088144,339
PN96_RS14830,51.95283123999994,485
PN96_RS14835,29.195925339999985,263
PN96_RS14840,23.66547614000002,210
PN96_RS14845,32.76730804,289
PN96_RS14850,8.11730034,70
PN96_RS14855,37.72438184000001,335
PN96_RS14860,19.09977024000001,162
PN96_RS14865,72.41712283999992,639
PN96_RS14870,22.872097240000006,198
PN96_RS14875,64.76360413999993,598
PN96_RS14880,7.757889739999998,66
PN96_RS14885,19.967804540000007,187
PN96_RS14890,33.27435603999999,313
PN96_RS14895,8.634756540000001,75
PN96_RS14900,36.41287994,328
PN96_RS14905,28.248738239999987,260
PN96_RS14910,26.838464340000023,240
PN96_RS14915,14.128708840000007,131
PN96_RS14920,12.787652940000005,118
PN96_RS14925,10.094447140000003,91
PN96_RS14930,13.70896154000001,124
PN96_RS14935,17.729678940000007,156
PN96_RS14940,77.59893864,699
PN96_RS14945,43.13602563999994,394
PN96_RS14950,6.76497984,61
PN96_RS14955,18.487004940000002,158
PN96_RS14960,45.987799539999955,423
PN96_RS14965,12.205733539999999,106
PN96_RS14975,41.97868384000001,387
PN96_RS14980,87.35161984000031,802
PN96_RS14985,33.16054163999999,298
PN96_RS14990,20.507335340000008,179
PN96_RS14995,99.18914384000033,877
PN96_RS15000,41.85181913999996,378
PN96_RS15005,36.04816413999999,334
PN96_RS15010,27.168282340000005,263
PN96_RS15015,44.44523843999996,404
PN96_RS15020,69.41908803999989,624
PN96_RS15025,26.90763104000001,242
PN96_RS15030,33.26653014,302
PN96_RS15035,95.02105694000029,855
PN96_RS15040,37.58778144,338
PN96_RS15045,22.349650940000007,191
PN96_RS15050,23.102594040000014,197
PN96_RS15055,19.007263240000018,171
PN96_RS15060,62.067692739999806,567
PN96_RS15065,19.459930940000014,172
PN96_RS15070,40.053040839999966,366
PN96_RS15075,55.373640739999985,497
PN96_RS15080,31.600845039999992,279
PN96_RS15085,24.40427584,223
PN96_RS15090,14.969041240000003,129
PN96_RS15095,10.93163334000001,100
PN96_RS15100,8.843283240000002,75
PN96_RS15105,15.75300264000001,150
PN96_RS15110,28.803559939999996,254
PN96_RS15115,51.67532333999995,466
PN96_RS15120,38.922699339999944,358
PN96_RS15125,15.634645340000006,139
PN96_RS15130,60.98683403999987,550
PN96_RS15135,16.765478640000023,153
PN96_RS15140,17.176613540000023,152
PN96_RS15145,36.45461783999996,326
PN96_RS15150,7.794829640000001,71
PN96_RS15155,24.505414039999987,219
PN96_RS15160,8.720772140000001,76
PN96_RS15165,68.95978143999989,623
PN96_RS15170,64.73050053999982,578
PN96_RS15175,29.802726539999988,259
